lat,lon,external_id,title,price,rooms,baths,area,purpose,rent_frequency,location
24.64932390147,46.714888175644,87808362,Apartment for rent in Al-Murabba district,3500.0,1,1,1400.0,for-rent,monthly,KSA > Riyadh > Central Riyadh > Al Murabba
24.649250329901,46.715279404773,87811789,Apartment for rent in Al Murabba,3600.0,0,1,1400.0,for-rent,monthly,KSA > Riyadh > Central Riyadh > Al Murabba
24.684384166086,46.7474087357,87815832,"1 Bedroom Furnished Apartment For Rent in Jarir, Riyadh",6000.0,1,1,60.0,for-rent,monthly,KSA > Riyadh > Central Riyadh > Jarir
24.86413616352,46.629989748681,87837112,"Apartment for rent in Al Arid, North Riyadh",65000.0,3,3,135.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Arid
24.802357459678,46.794984310211,87837266,Hotel Design,29000.0,1,1,40.0,for-rent,yearly,KSA > Riyadh > East Riyadh > Ishbiliyah
24.803858700376,46.596673762732,87829776,"Apartment for rent in Al Malqa, North Riyadh",95000.0,3,3,124.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Malqa
24.901998284004,46.62745555625,87789786,"Apartment for Rent in Al Narjis, North Riyadh",80000.0,3,3,140.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Narjis
24.890204012889,46.627166302813,87834655,"Apartment for rent in Al Arid, North Riyadh",38000.0,2,2,375.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Arid
24.734441134382,46.651465131559,87829037,"Apartment For Rent in Al Mohammadiyah, Riyadh",165000.0,3,3,142.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Mohammadiyah
24.764662512972,46.784711701327,87791297,"Apartment for Rent in King Faisal, East Riyadh",40000.0,2,2,900.0,for-rent,yearly,KSA > Riyadh > East Riyadh > King Faisal
24.769698910787,46.829163812045,87784641,"Apartment for Rent in Al Nahdah, East Riyadh",70000.0,3,3,125.0,for-rent,yearly,KSA > Riyadh > East Riyadh > Al Nahdah
24.680232141724,46.694841809763,87709908,"Luxury apartment for rent in Al Olaya, Riyadh",70000.0,3,3,560.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
24.699040860405,46.696292841968,87779746,"Luxury apartment for rent near Tahlia Street, Riyadh",70000.0,3,3,660.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Sulimaniyah
24.705917999039,46.692597142421,87779798,"Luxury apartment for rent near Tahliah Street, Riyadh",75000.0,3,3,640.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Sulimaniyah
24.704406586488,46.712165568806,87796203,Luxury apartment for rent inside a compound - Sulaymaniyah,93000.0,3,2,3150.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Sulimaniyah
24.704406586488,46.712165568806,87796206,Two-bedroom apartment inside the compound - Al-Sulaymaniyah,83000.0,2,1,3150.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Sulimaniyah
24.709917999072,46.672565682248,87775348,"Apartment For Rent in Damac Tower By Paramount Residences Riyadh, North Riyadh",180000.0,1,2,78.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya > Damac Tower By Paramount Residences Riyadh
24.709806210461,46.672630784682,87773032,"Studio for rent in Damac Tower from Paramount Residences, Riyadh",110000.0,0,1,50.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya > Damac Tower By Paramount Residences Riyadh
24.815181611056,46.595541245678,87809278,"3 Bedroom Apartment For Rent in Al Malqa, Riyadh",75000.0,3,3,200.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Malqa
24.799355993981,46.7722137813,87835709,Apartment for rent – Al-Yarmouk neighborhood,4800.0,1,1,168.0,for-rent,monthly,KSA > Riyadh > East Riyadh > Al Yarmuk
24.896123515441,46.6115058904,87829644,Apartment in North Riyadh，Al Arid 1 bedroom 40000 SAR - 87829644,40000.0,1,1,418.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Arid
24.68520613432,46.697332589342,87792320,"For rent in Al Olaya, Riyadh",120000.0,3,4,680.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
24.851137833564,46.652253185197,87796378,"3 Bedroom Apartment For Rent in Al Narjis, Riyadh",130000.0,3,3,139.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Narjis
24.797289728066,46.616486402568,87834323,"Apartment for rent in Al Malqa, North Riyadh",180000.0,3,3,123.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Malqa
24.680583935745,46.697375034229,87819247,Modern design apartment for rent in Al Olaya neighborhood,70000.0,3,4,200.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Olaya
24.73968172225,46.644889634925,87821870,Elegant furnished apartment for rent – Al-Mohammadiya neighborhood (Kez Project),70000.0,1,1,65.0,for-rent,yearly,KSA > Riyadh > North Riyadh > Al Mohammadiyah
24.744946988,46.677242874034,87682151,"Furnished Apartments for Rent, north of Riyadh",3500.0,0,1,60.0,for-rent,monthly,KSA > Riyadh > North Riyadh > King Fahd
